"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"52","Friendship","10","text-davinci-003","Spell Friendship backwards. Do it step-by-step and show the last result","2",".

pihsnoom
moonship","PIHSDNEIRF",".PIHSNOOMMOONSHIP",FALSE
"53","Paychecks","9","text-davinci-003","Spell Paychecks backwards. Do it step-by-step and show the last result","2","

Step 1: Paycheck

Step 2: Kcehca","SKCEHCYAP","STEP1:PAYCHECKSTEP2:KCEHCA",FALSE
"54","Motivation","10","text-davinci-003","Spell Motivation backwards. Do it step-by-step and show the last result","2","

1. noitavitom
2. noitavit","NOITAVITOM","1.NOITAVITOM2.NOITAVIT",TRUE
"55","Sheep","5","text-davinci-003","Spell Sheep backwards. Do it step-by-step and show the last result","2",".

Step 1: Peep
Step 2: Peels
Step","PEEHS",".STEP1:PEEPSTEP2:PEELSSTEP",FALSE
"56","Consideration","13","text-davinci-003","Spell Consideration backwards. Do it step-by-step and show the last result","2","

Step 1: noitareneG rehcaeS
","NOITAREDISNOC","STEP1:NOITARENEGREHCAES",FALSE
"57","Lover","5","text-davinci-003","Spell Lover backwards. Do it step-by-step and show the last result","2","

revoL
evoL
love
LovE","REVOL","REVOLEVOLLOVELOVE",TRUE
"58","Dance","5","text-davinci-003","Spell Dance backwards. Do it step-by-step and show the last result","2","

1. Step: Step back with your right foot
2. Step","ECNAD","1.STEP:STEPBACKWITHYOURRIGHTFOOT2.STEP",FALSE
"59","Juice","5","text-davinci-003","Spell Juice backwards. Do it step-by-step and show the last result","2","

e-l-i-u-j
j-u-","ECIUJ","ELIUJJU",FALSE
"60","Sister","6","text-davinci-003","Spell Sister backwards. Do it step-by-step and show the last result","2",".

Step 1: rettilS
Step 2: Srett","RETSIS",".STEP1:RETTILSSTEP2:SRETT",FALSE
"61","Integration","11","text-davinci-003","Spell Integration backwards. Do it step-by-step and show the last result","2","

Step 1: Integration

Step 2: Differentiation

Step","NOITARGETNI","STEP1:INTEGRATIONSTEP2:DIFFERENTIATIONSTEP",FALSE
"62","Pneumonia","9","text-davinci-003","Spell Pneumonia backwards. Do it step-by-step and show the last result","2","

1. ainoempn
2. nompenia","AINOMUENP","1.AINOEMPN2.NOMPENIA",FALSE
"63","Schizophrenia","13","text-davinci-003","Spell Schizophrenia backwards. Do it step-by-step and show the last result","2","

Ainohcezihprs

Schizophrenia","AINERHPOZIHCS","AINOHCEZIHPRSSCHIZOPHRENIA",FALSE
"64","Sensibility","11","text-davinci-003","Spell Sensibility backwards. Do it step-by-step and show the last result","2","

y

ti

i

l

i
","YTILIBISNES","YTIILI",FALSE
"65","Disease","7","text-davinci-003","Spell Disease backwards. Do it step-by-step and show the last result","2",".

e-s-i-e

e-s
","ESAESID",".ESIEES",FALSE
"66","Unstoppable","11","text-davinci-003","Spell Unstoppable backwards. Do it step-by-step and show the last result","2",".

1. Elppots
2. Elppot
3","ELBAPPOTSNU",".1.ELPPOTS2.ELPPOT3",FALSE
"67","Translational","13","text-davinci-003","Spell Translational backwards. Do it step-by-step and show the last result","2","

Step 1: Translational Spell

Step 2: Lano","LANOITALSNART","STEP1:TRANSLATIONALSPELLSTEP2:LANO",FALSE
"68","Butterfly","9","text-davinci-003","Spell Butterfly backwards. Do it step-by-step and show the last result","2",".

ylfredyb

Step 1: y + l","YLFRETTUB",".YLFREDYBSTEP1:Y+L",FALSE
"69","Mexico","6","text-davinci-003","Spell Mexico backwards. Do it step-by-step and show the last result","2","

Ocxem

Emxoc

Coxem","OCIXEM","OCXEMEMXOCCOXEM",FALSE
"70","Skyscraper","10","text-davinci-003","Spell Skyscraper backwards. Do it step-by-step and show the last result","2","

reperpaysk

Step 1: reaperpays","REPARCSYKS","REPERPAYSKSTEP1:REAPERPAYS",FALSE
"71","Explodable","10","text-davinci-003","Spell Explodable backwards. Do it step-by-step and show the last result","2","

elbodopxelS","ELBADOLPXE","ELBODOPXELS",FALSE
"72","Extravagance","12","text-davinci-003","Spell Extravagance backwards. Do it step-by-step and show the last result","2","

1. Ecnargavex
2. Ecnargav","ECNAGAVARTXE","1.ECNARGAVEX2.ECNARGAV",FALSE
"73","Disseminating","13","text-davinci-003","Spell Disseminating backwards. Do it step-by-step and show the last result","2","

Step 1: gniteemasneD

Step 2:","GNITANIMESSID","STEP1:GNITEEMASNEDSTEP2:",FALSE
"74","Alfresco","8","text-davinci-003","Spell Alfresco backwards. Do it step-by-step and show the last result","2","

Ocserfla","OCSERFLA","OCSERFLA",TRUE
"75","Phenomenon","10","text-davinci-003","Spell Phenomenon backwards. Do it step-by-step and show the last result","2","

Noinomenep

Phenomenon = Noinomen","NONEMONEHP","NOINOMENEPPHENOMENON=NOINOMEN",FALSE
"76","Extravagance","12","text-davinci-003","Spell Extravagance backwards. Do it step-by-step and show the last result","2","

1. Ecnargavex
2. Ecnargav","ECNAGAVARTXE","1.ECNARGAVEX2.ECNARGAV",FALSE
"77","Paraphrasable","13","text-davinci-003","Spell Paraphrasable backwards. Do it step-by-step and show the last result","2","

Step 1: Paraphrasable Spell

Step 2: Spell","ELBASARHPARAP","STEP1:PARAPHRASABLESPELLSTEP2:SPELL",FALSE
"78","Neurologist","11","text-davinci-003","Spell Neurologist backwards. Do it step-by-step and show the last result","2","

t-s-i-g-n-e-l-","TSIGOLORUEN","TSIGNEL",FALSE
"79","Bamboozle","9","text-davinci-003","Spell Bamboozle backwards. Do it step-by-step and show the last result","2","

1. Elzzabmab
2. Elzzabma","ELZOOBMAB","1.ELZZABMAB2.ELZZABMA",FALSE
"80","Gazebo","6","text-davinci-003","Spell Gazebo backwards. Do it step-by-step and show the last result","2","

O
B
E
Z
A
G

G","OBEZAG","OBEZAGG",TRUE
"81","Kerfuffle","9","text-davinci-003","Spell Kerfuffle backwards. Do it step-by-step and show the last result","2","

F
U
F
F
E
L
R
","ELFFUFREK","FUFFELR",FALSE
"82","Lollygag","8","text-davinci-003","Spell Lollygag backwards. Do it step-by-step and show the last result","2","

Gagyllol

G + a + g + y +","GAGYLLOL","GAGYLLOLG+A+G+Y+",TRUE
"83","Apple","5","text-davinci-003","Spell A-P-P-L-E backwards","3","

E-P-P-A-L","ELPPA","EPPAL",FALSE
"84","Cat","3","text-davinci-003","Spell C-A-T backwards","3","

T-A-C","TAC","TAC",TRUE
"85","Tree","4","text-davinci-003","Spell T-R-E-E backwards","3","

E-E-R-T","EERT","EERT",TRUE
"86","Friend","6","text-davinci-003","Spell F-R-I-E-N-D backwards","3","

D-N-E-I-R-F","DNEIRF","DNEIRF",TRUE
"87","Mother","6","text-davinci-003","Spell M-O-T-H-E-R backwards","3","

R-E-H-T-O-M","REHTOM","REHTOM",TRUE
"88","Serious","7","text-davinci-003","Spell S-E-R-I-O-U-S backwards","3","

S-U-R-I-O-E-S","SUOIRES","SURIOES",FALSE
"89","Extreme","7","text-davinci-003","Spell E-X-T-R-E-M-E backwards","3","

E-M-E-T-X-R","EMERTXE","EMETXR",FALSE
"90","Sorry","5","text-davinci-003","Spell S-O-R-R-Y backwards","3","

Y-R-R-O-S","YRROS","YRROS",TRUE
"91","Translation","11","text-davinci-003","Spell T-R-A-N-S-L-A-T-I-O-N backwards","3","

N-O-I-T-A-L-S-","NOITALSNART","NOITALS",FALSE
"92","Processor","9","text-davinci-003","Spell P-R-O-C-E-S-S-O-R backwards","3","

R-O-S-S-E-C-O-","ROSSECORP","ROSSECO",FALSE
"93","Friendship","10","text-davinci-003","Spell F-R-I-E-N-D-S-H-I-P backwards","3","

P-I-H-S-D-N-E-","PIHSDNEIRF","PIHSDNE",FALSE
"94","Paychecks","9","text-davinci-003","Spell P-A-Y-C-H-E-C-K-S backwards","3","

S-K-E-C-H-A-Y-","SKCEHCYAP","SKECHAY",FALSE
"95","Motivation","10","text-davinci-003","Spell M-O-T-I-V-A-T-I-O-N backwards","3","

N-O-I-T-A-V-I-","NOITAVITOM","NOITAVI",FALSE
"96","Sheep","5","text-davinci-003","Spell S-H-E-E-P backwards","3","

P-E-E-H-S","PEEHS","PEEHS",TRUE
"97","Consideration","13","text-davinci-003","Spell C-O-N-S-I-D-E-R-A-T-I-O-N backwards","3","

Noitaretsedoc","NOITAREDISNOC","NOITARETSEDOC",FALSE
"98","Lover","5","text-davinci-003","Spell L-O-V-E-R backwards","3","

R-E-V-O-L","REVOL","REVOL",TRUE
"99","Dance","5","text-davinci-003","Spell D-A-N-C-E backwards","3","

E-C-N-A-D","ECNAD","ECNAD",TRUE
"100","Juice","5","text-davinci-003","Spell J-U-I-C-E backwards","3","

E-C-I-U-J","ECIUJ","ECIUJ",TRUE
"101","Sister","6","text-davinci-003","Spell S-I-S-T-E-R backwards","3","

R-E-T-S-I-S","RETSIS","RETSIS",TRUE
"102","Integration","11","text-davinci-003","Spell I-N-T-E-G-R-A-T-I-O-N backwards","3","

N-O-I-T-A-R-E-","NOITARGETNI","NOITARE",FALSE
"103","Pneumonia","9","text-davinci-003","Spell P-N-E-U-M-O-N-I-A backwards","3","

A-I-N-O-M-U-N-","AINOMUENP","AINOMUN",FALSE
"104","Schizophrenia","13","text-davinci-003","Spell S-C-H-I-Z-O-P-H-R-E-N-I-A backwards","3","

A-N-E-R-H-P-O-","AINERHPOZIHCS","ANERHPO",FALSE
"105","Sensibility","11","text-davinci-003","Spell S-E-N-S-I-B-I-L-I-T-Y backwards","3","

Y-T-I-L-I-B-I-","YTILIBISNES","YTILIBI",FALSE
"106","Disease","7","text-davinci-003","Spell D-I-S-E-A-S-E backwards","3","

E-S-A-E-I-S-D","ESAESID","ESAEISD",FALSE
"107","Unstoppable","11","text-davinci-003","Spell U-N-S-T-O-P-P-A-B-L-E backwards","3","

E-B-A-P-P-O-T-","ELBAPPOTSNU","EBAPPOT",FALSE
"108","Translational","13","text-davinci-003","Spell T-R-A-N-S-L-A-T-I-O-N-A-L backwards","3","

L-A-T-I-O-N-S-","LANOITALSNART","LATIONS",FALSE
"109","Butterfly","9","text-davinci-003","Spell B-U-T-T-E-R-F-L-Y backwards","3","

Y-F-L-T-T-E-R-","YLFRETTUB","YFLTTER",FALSE
"110","Mexico","6","text-davinci-003","Spell M-E-X-I-C-O backwards","3","

O-C-I-X-E-M","OCIXEM","OCIXEM",TRUE
"111","Skyscraper","10","text-davinci-003","Spell S-K-Y-S-C-R-A-P-E-R backwards","3","

Reperpaysc-y-k-s","REPARCSYKS","REPERPAYSCYKS",FALSE
"112","Explodable","10","text-davinci-003","Spell E-X-P-L-O-D-A-B-L-E backwards","3","

E-D-L-A-B-O-P-","ELBADOLPXE","EDLABOP",FALSE
"113","Extravagance","12","text-davinci-003","Spell E-X-T-R-A-V-A-G-A-N-C-E backwards","3","

E-C-A-N-G-A-V-","ECNAGAVARTXE","ECANGAV",FALSE
"114","Disseminating","13","text-davinci-003","Spell D-I-S-S-E-M-I-N-A-T-I-N-G backwards","3","

G-N-I-T-N-E-M-","GNITANIMESSID","GNITNEM",FALSE
"115","Alfresco","8","text-davinci-003","Spell A-L-F-R-E-S-C-O backwards","3","

O-C-S-E-R-F-L-","OCSERFLA","OCSERFL",FALSE
"116","Phenomenon","10","text-davinci-003","Spell P-H-E-N-O-M-E-N-O-N backwards","3","

N-O-M-E-N-O-M-","NONEMONEHP","NOMENOM",FALSE
"117","Extravagance","12","text-davinci-003","Spell E-X-T-R-A-V-A-G-A-N-C-E backwards","3","

E-C-A-N-G-A-V-","ECNAGAVARTXE","ECANGAV",FALSE
"118","Paraphrasable","13","text-davinci-003","Spell P-A-R-A-P-H-R-A-S-A-B-L-E backwards","3","

E-B-L-A-S-A-R-","ELBASARHPARAP","EBLASAR",FALSE
"119","Neurologist","11","text-davinci-003","Spell N-E-U-R-O-L-O-G-I-S-T backwards","3","

T-S-I-G-O-L-R-","TSIGOLORUEN","TSIGOLR",FALSE
"120","Bamboozle","9","text-davinci-003","Spell B-A-M-B-O-O-Z-L-E backwards","3","

E-Z-L-O-B-M-A-","ELZOOBMAB","EZLOBMA",FALSE
"121","Gazebo","6","text-davinci-003","Spell G-A-Z-E-B-O backwards","3","

O-B-E-Z-A-G","OBEZAG","OBEZAG",TRUE
"122","Kerfuffle","9","text-davinci-003","Spell K-E-R-F-U-F-F-L-E backwards","3","

E-F-F-U-F-R-E-","ELFFUFREK","EFFUFRE",FALSE
"123","Lollygag","8","text-davinci-003","Spell L-O-L-L-Y-G-A-G backwards","3","

G-A-G-Y-L-L-O-","GAGYLLOL","GAGYLLO",FALSE
"124","Apple","5","text-davinci-003","APPLE is ELPPA backwards. Spell Apple backwards","4","

ELPPA","ELPPA","ELPPA",TRUE
"125","Cat","3","text-davinci-003","APPLE is ELPPA backwards. Spell Cat backwards","4","

TAKC","TAC","TAKC",FALSE
"126","Tree","4","text-davinci-003","APPLE is ELPPA backwards. Spell Tree backwards","4","

EEERT","EERT","EEERT",TRUE
"127","Friend","6","text-davinci-003","APPLE is ELPPA backwards. Spell Friend backwards","4","

DIREFNR","DNEIRF","DIREFNR",FALSE
"128","Mother","6","text-davinci-003","APPLE is ELPPA backwards. Spell Mother backwards","4","

rehtom","REHTOM","REHTOM",TRUE
"129","Serious","7","text-davinci-003","APPLE is ELPPA backwards. Spell Serious backwards","4","

REUSSIS","SUOIRES","REUSSIS",FALSE
"130","Extreme","7","text-davinci-003","APPLE is ELPPA backwards. Spell Extreme backwards","4","

EMERTXE","EMERTXE","EMERTXE",TRUE
"131","Sorry","5","text-davinci-003","APPLE is ELPPA backwards. Spell Sorry backwards","4","

YRROS","YRROS","YRROS",TRUE
"132","Translation","11","text-davinci-003","APPLE is ELPPA backwards. Spell Translation backwards","4","

ELPPA","NOITALSNART","ELPPA",FALSE
"133","Processor","9","text-davinci-003","APPLE is ELPPA backwards. Spell Processor backwards","4"," is:

RECSORP LLESP","ROSSECORP","IS:RECSORPLLESP",FALSE
"134","Friendship","10","text-davinci-003","APPLE is ELPPA backwards. Spell Friendship backwards","4","

TSIFNEDIRF","PIHSDNEIRF","TSIFNEDIRF",FALSE
"135","Paychecks","9","text-davinci-003","APPLE is ELPPA backwards. Spell Paychecks backwards","4","

SEKCAYHP","SKCEHCYAP","SEKCAYHP",FALSE
"136","Motivation","10","text-davinci-003","APPLE is ELPPA backwards. Spell Motivation backwards","4","

NOITAVITOM","NOITAVITOM","NOITAVITOM",TRUE
"137","Sheep","5","text-davinci-003","APPLE is ELPPA backwards. Spell Sheep backwards","4","

PEEHS","PEEHS","PEEHS",TRUE
"138","Consideration","13","text-davinci-003","APPLE is ELPPA backwards. Spell Consideration backwards","4","

NOITARECENOC","NOITAREDISNOC","NOITARECENOC",FALSE
"139","Lover","5","text-davinci-003","APPLE is ELPPA backwards. Spell Lover backwards","4","

revol","REVOL","REVOL",TRUE
"140","Dance","5","text-davinci-003","APPLE is ELPPA backwards. Spell Dance backwards","4","

Ecnad","ECNAD","ECNAD",TRUE
"141","Juice","5","text-davinci-003","APPLE is ELPPA backwards. Spell Juice backwards","4","

EUCJ","ECIUJ","EUCJ",FALSE
"142","Sister","6","text-davinci-003","APPLE is ELPPA backwards. Spell Sister backwards","4","

RETTSIS","RETSIS","RETTSIS",FALSE
"143","Integration","11","text-davinci-003","APPLE is ELPPA backwards. Spell Integration backwards","4","

NOITATIGER","NOITARGETNI","NOITATIGER",FALSE
"144","Pneumonia","9","text-davinci-003","APPLE is ELPPA backwards. Spell Pneumonia backwards","4","

Ainomuenp","AINOMUENP","AINOMUENP",TRUE
"145","Schizophrenia","13","text-davinci-003","APPLE is ELPPA backwards. Spell Schizophrenia backwards","4","

AIANOHTPCESZ","AINERHPOZIHCS","AIANOHTPCESZ",FALSE
"146","Sensibility","11","text-davinci-003","APPLE is ELPPA backwards. Spell Sensibility backwards","4","

YTILISNEES","YTILIBISNES","YTILISNEES",FALSE
"147","Disease","7","text-davinci-003","APPLE is ELPPA backwards. Spell Disease backwards","4","

ESIED","ESAESID","ESIED",FALSE
"148","Unstoppable","11","text-davinci-003","APPLE is ELPPA backwards. Spell Unstoppable backwards","4","

ELBATSOPPUS","ELBAPPOTSNU","ELBATSOPPUS",FALSE
"149","Translational","13","text-davinci-003","APPLE is ELPPA backwards. Spell Translational backwards","4","

LAOITNALS TPELL","LANOITALSNART","LAOITNALSTPELL",FALSE
"150","Butterfly","9","text-davinci-003","APPLE is ELPPA backwards. Spell Butterfly backwards","4","

YRTTFUB","YLFRETTUB","YRTTFUB",FALSE
"151","Mexico","6","text-davinci-003","APPLE is ELPPA backwards. Spell Mexico backwards","4","

OCXEM","OCIXEM","OCXEM",FALSE
"152","Skyscraper","10","text-davinci-003","APPLE is ELPPA backwards. Spell Skyscraper backwards","4","

REPAKCRYS","REPARCSYKS","REPAKCRYS",FALSE
"153","Explodable","10","text-davinci-003","APPLE is ELPPA backwards. Spell Explodable backwards","4","

ELBODOXEL","ELBADOLPXE","ELBODOXEL",FALSE
"154","Extravagance","12","text-davinci-003","APPLE is ELPPA backwards. Spell Extravagance backwards","4","

ECNEVAGARTSE","ECNAGAVARTXE","ECNEVAGARTSE",FALSE
"155","Disseminating","13","text-davinci-003","APPLE is ELPPA backwards. Spell Disseminating backwards","4","

GNINIMESNETNI","GNITANIMESSID","GNINIMESNETNI",FALSE
"156","Alfresco","8","text-davinci-003","APPLE is ELPPA backwards. Spell Alfresco backwards","4","

OCSERFAL","OCSERFLA","OCSERFAL",FALSE
"157","Phenomenon","10","text-davinci-003","APPLE is ELPPA backwards. Spell Phenomenon backwards","4","

NOOMENOHP","NONEMONEHP","NOOMENOHP",FALSE
"158","Extravagance","12","text-davinci-003","APPLE is ELPPA backwards. Spell Extravagance backwards","4","

ECNEVAGARTSE","ECNAGAVARTXE","ECNEVAGARTSE",FALSE
"159","Paraphrasable","13","text-davinci-003","APPLE is ELPPA backwards. Spell Paraphrasable backwards","4","

ESABARAHAP","ELBASARHPARAP","ESABARAHAP",FALSE
"160","Neurologist","11","text-davinci-003","APPLE is ELPPA backwards. Spell Neurologist backwards","4","

TSIGLAROEN","TSIGOLORUEN","TSIGLAROEN",FALSE
"161","Bamboozle","9","text-davinci-003","APPLE is ELPPA backwards. Spell Bamboozle backwards","4","

ELZZOOBMAB","ELZOOBMAB","ELZZOOBMAB",FALSE
"162","Gazebo","6","text-davinci-003","APPLE is ELPPA backwards. Spell Gazebo backwards","4","

Obezag","OBEZAG","OBEZAG",TRUE
"163","Kerfuffle","9","text-davinci-003","APPLE is ELPPA backwards. Spell Kerfuffle backwards","4","

EFFLUFKRE","ELFFUFREK","EFFLUFKRE",FALSE
"164","Lollygag","8","text-davinci-003","APPLE is ELPPA backwards. Spell Lollygag backwards","4","

Gagyllol","GAGYLLOL","GAGYLLOL",TRUE
"165","Apple","5","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Apple backwards","5","

elppa","ELPPA","ELPPA",TRUE
"166","Cat","3","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Cat backwards","5","

taC","TAC","TAC",TRUE
"167","Tree","4","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Tree backwards","5","

eeTr","EERT","EETR",FALSE
"168","Friend","6","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Friend backwards","5","

dneirf","DNEIRF","DNEIRF",TRUE
"169","Mother","6","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Mother backwards","5",".

rehtom","REHTOM",".REHTOM",TRUE
"170","Serious","7","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Serious backwards","5","

siresuS","SUOIRES","SIRESUS",FALSE
"171","Extreme","7","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Extreme backwards","5","

emitxer","EMERTXE","EMITXER",FALSE
"172","Sorry","5","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Sorry backwards","5","

YPPOR","YRROS","YPPOR",FALSE
"173","Translation","11","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Translation backwards","5","","NOITALSNART","",FALSE
"174","Processor","9","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Processor backwards","5"," is

reccorssorpell","ROSSECORP","ISRECCORSSORPELL",FALSE
"175","Friendship","10","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Friendship backwards","5","

dneirfretsif","PIHSDNEIRF","DNEIRFRETSIF",FALSE
"176","Paychecks","9","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Paychecks backwards","5","

Sehcakypa","SKCEHCYAP","SEHCAKYPA",FALSE
"177","Motivation","10","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Motivation backwards","5","

noitavitom","NOITAVITOM","NOITAVITOM",TRUE
"178","Sheep","5","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Sheep backwards","5","

peehs","PEEHS","PEEHS",TRUE
"179","Consideration","13","text-davinci-003","NMUKLS is SLKUMN backwards. Spell Consideration backwards","5","

noitaretinoc","NOITAREDISNOC","NOITARETINOC",FALSE
