"","word","len","model","prompt","prompt_id","output","correct_answer","out_letters","answer_grep"
"60","usrjtet","7","text-davinci-003","Spell the word usrjtet backwards","1","

tetjrus","TETJRSU","TETJRUS",FALSE
"61","pbktuupo","8","text-davinci-003","Spell the word pbktuupo backwards","1","

ouputkpb","OPUUTKBP","OUPUTKPB",FALSE
"62","okooxgxam","9","text-davinci-003","Spell the word okooxgxam backwards","1","

maxgxokoo","MAXGXOOKO","MAXGXOKOO",FALSE
"63","qzbffiuybm","10","text-davinci-003","Spell the word qzbffiuybm backwards","1","

mbyubfiqzb","MBYUIFFBZQ","MBYUBFIQZB",FALSE
"64","ub","2","text-davinci-003","Spell the word ub backwards","1","

b-u","BU","BU",TRUE
"65","agt","3","text-davinci-003","Spell the word agt backwards","1","

tgA","TGA","TGA",TRUE
"66","vxio","4","text-davinci-003","Spell the word vxio backwards","1","

oixv","OIXV","OIXV",TRUE
"67","jxbky","5","text-davinci-003","Spell the word jxbky backwards","1","

ykbxj","YKBXJ","YKBXJ",TRUE
"68","ngdxtr","6","text-davinci-003","Spell the word ngdxtr backwards","1","

rtxtdgn","RTXDGN","RTXTDGN",FALSE
"69","saryuip","7","text-davinci-003","Spell the word saryuip backwards","1","

puirays","PIUYRAS","PUIRAYS",FALSE
"70","plldspsu","8","text-davinci-003","Spell the word plldspsu backwards","1","

supsldlp","USPSDLLP","SUPSLDLP",FALSE
"71","uetvcbgck","9","text-davinci-003","Spell the word uetvcbgck backwards","1","

Kcgcbevu","KCGBCVTEU","KCGCBEVU",FALSE
"72","rpkxqfxstl","10","text-davinci-003","Spell the word rpkxqfxstl backwards","1","

ltxsfqkpr","LTSXFQXKPR","LTXSFQKPR",FALSE
"73","vc","2","text-davinci-003","Spell the word vc backwards","1","

cV","CV","CV",TRUE
"74","zcc","3","text-davinci-003","Spell the word zcc backwards","1","

czz","CCZ","CZZ",FALSE
"75","lgka","4","text-davinci-003","Spell the word lgka backwards","1","

akgl","AKGL","AKGL",TRUE
"76","aurji","5","text-davinci-003","Spell the word aurji backwards","1","

ijrua","IJRUA","IJRUA",TRUE
"77","cmtrhr","6","text-davinci-003","Spell the word cmtrhr backwards","1","

rhrmtc","RHRTMC","RHRMTC",FALSE
"78","bxynjpi","7","text-davinci-003","Spell the word bxynjpi backwards","1","

ipjnyxb","IPJNYXB","IPJNYXB",TRUE
"79","zhbkdjge","8","text-davinci-003","Spell the word zhbkdjge backwards","1","

ejgdkjbhz","EGJDKBHZ","EJGDKJBHZ",FALSE
"80","gqjxooqmb","9","text-davinci-003","Spell the word gqjxooqmb backwards","1","

bmqxojqg","BMQOOXJQG","BMQXOJQG",FALSE
"81","rubdkhktjs","10","text-davinci-003","Spell the word rubdkhktjs backwards","1","

sjtkhkdbur","SJTKHKDBUR","SJTKHKDBUR",TRUE
"82","je","2","text-davinci-003","Spell the word je backwards","1","

ej","EJ","EJ",TRUE
"83","saz","3","text-davinci-003","Spell the word saz backwards","1","

zas","ZAS","ZAS",TRUE
"84","svqf","4","text-davinci-003","Spell the word svqf backwards","1","

FQVS","FQVS","FQVS",TRUE
"85","yssxr","5","text-davinci-003","Spell the word yssxr backwards","1","

rxsys","RXSSY","RXSYS",FALSE
"86","wiyolf","6","text-davinci-003","Spell the word wiyolf backwards","1","

floiwy","FLOYIW","FLOIWY",FALSE
"87","ktaoxtq","7","text-davinci-003","Spell the word ktaoxtq backwards","1","

qtxoakt","QTXOATK","QTXOAKT",FALSE
"88","bkvtpdom","8","text-davinci-003","Spell the word bkvtpdom backwards","1","

modptvkb","MODPTVKB","MODPTVKB",TRUE
"89","porlptsao","9","text-davinci-003","Spell the word porlptsao backwards","1","

soatprop","OASTPLROP","SOATPROP",FALSE
"90","obhnsyrnur","10","text-davinci-003","Spell the word obhnsyrnur backwards","1","

Runrnybsho","RUNRYSNHBO","RUNRNYBSHO",FALSE
"91","dy","2","text-davinci-003","Spell dy backwards. Do it step-by-step and show the last result","2",".

Step 1: yD
Step 2: Dy","YD",".STEP1:YDSTEP2:DY",TRUE
"92","hao","3","text-davinci-003","Spell hao backwards. Do it step-by-step and show the last result","2","

Step 1: oa
Step 2: ao

Result","OAH","STEP1:OASTEP2:AORESULT",FALSE
"93","jltx","4","text-davinci-003","Spell jltx backwards. Do it step-by-step and show the last result","2",".

x
t
l
j","XTLJ",".XTLJ",TRUE
"94","xxmjg","5","text-davinci-003","Spell xxmjg backwards. Do it step-by-step and show the last result","2","

gjmx","GJMXX","GJMX",FALSE
"95","outglg","6","text-davinci-003","Spell outglg backwards. Do it step-by-step and show the last result","2","

g
l
g

g
l
o

","GLGTUO","GLGGLO",FALSE
"96","kflwylb","7","text-davinci-003","Spell kflwylb backwards. Do it step-by-step and show the last result","2",".

b
lb
ylb
wylb
flw","BLYWLFK",".BLBYLBWYLBFLW",FALSE
"97","trxqphtw","8","text-davinci-003","Spell trxqphtw backwards. Do it step-by-step and show the last result","2",".

wthpqrxT","WTHPQXRT",".WTHPQRXT",FALSE
"98","zcnrodnxx","9","text-davinci-003","Spell zcnrodnxx backwards. Do it step-by-step and show the last result","2"," first.

xxdnorzc","XXNDORNCZ","FIRST.XXDNORZC",FALSE
"99","tpzdbptdhm","10","text-davinci-003","Spell tpzdbptdhm backwards. Do it step-by-step and show the last result","2","

mhdptbzdpzt

Step 1: m","MHDTPBDZPT","MHDPTBZDPZTSTEP1:M",FALSE
"100","mx","2","text-davinci-003","Spell mx backwards. Do it step-by-step and show the last result","2",".

Step 1: xM
Step 2: Mx","XM",".STEP1:XMSTEP2:MX",TRUE
"101","jdy","3","text-davinci-003","Spell jdy backwards. Do it step-by-step and show the last result","2",".

Step 1: ydJ
Step 2: dyJ","YDJ",".STEP1:YDJSTEP2:DYJ",TRUE
"102","dznz","4","text-davinci-003","Spell dznz backwards. Do it step-by-step and show the last result","2","

z
n
z
n
d","ZNZD","ZNZND",FALSE
"103","afljd","5","text-davinci-003","Spell afljd backwards. Do it step-by-step and show the last result","2","

d
l
f
j
a

aflj","DJLFA","DLFJAAFLJ",FALSE
"104","bobxwk","6","text-davinci-003","Spell bobxwk backwards. Do it step-by-step and show the last result","2","

kxwbo

Step 1: kxwbo
","KWXBOB","KXWBOSTEP1:KXWBO",FALSE
"105","wdnvfrz","7","text-davinci-003","Spell wdnvfrz backwards. Do it step-by-step and show the last result","2","

zrvfndw","ZRFVNDW","ZRVFNDW",FALSE
"106","qyaizbwz","8","text-davinci-003","Spell qyaizbwz backwards. Do it step-by-step and show the last result","2",".

zwzbiazq","ZWBZIAYQ",".ZWZBIAZQ",FALSE
"107","nbzjkkeba","9","text-davinci-003","Spell nbzjkkeba backwards. Do it step-by-step and show the last result","2","

a) abekkjzbn

b) bn","ABEKKJZBN","AABEKKJZBNBBN",TRUE
"108","wcxzacjxdi","10","text-davinci-003","Spell wcxzacjxdi backwards. Do it step-by-step and show the last result","2",".

Step 1: xdi jxzacxwc
Step","IDXJCAZXCW",".STEP1:XDIJXZACXWCSTEP",FALSE
"109","fm","2","text-davinci-003","Spell fm backwards. Do it step-by-step and show the last result","2",".

mf

Step 1: mf

Last Result","MF",".MFSTEP1:MFLASTRESULT",TRUE
"110","qjm","3","text-davinci-003","Spell qjm backwards. Do it step-by-step and show the last result","2","

Mjq","MJQ","MJQ",TRUE
"111","gqzw","4","text-davinci-003","Spell gqzw backwards. Do it step-by-step and show the last result","2","

wzqg

Result: wzqg","WZQG","WZQGRESULT:WZQG",TRUE
"112","ddqye","5","text-davinci-003","Spell ddqye backwards. Do it step-by-step and show the last result","2",".

e
y
q
d
d
d","EYQDD",".EYQDDD",TRUE
"113","puxllm","6","text-davinci-003","Spell puxllm backwards. Do it step-by-step and show the last result","2","

Step 1: mlluxp
Step 2: pluxl","MLLXUP","STEP1:MLLUXPSTEP2:PLUXL",FALSE
"114","tkgeymg","7","text-davinci-003","Spell tkgeymg backwards. Do it step-by-step and show the last result","2","

Step 1: gmyekg
Step 2: geymk","GMYEGKT","STEP1:GMYEKGSTEP2:GEYMK",FALSE
"115","rizbdrii","8","text-davinci-003","Spell rizbdrii backwards. Do it step-by-step and show the last result","2","

iidbrzi","IIRDBZIR","IIDBRZI",FALSE
"116","cqrruczwe","9","text-davinci-003","Spell cqrruczwe backwards. Do it step-by-step and show the last result","2",".

Step 1: ezwrccurq
Step 2:","EWZCURRQC",".STEP1:EZWRCCURQSTEP2:",FALSE
"117","hkviuvlxpl","10","text-davinci-003","Spell hkviuvlxpl backwards. Do it step-by-step and show the last result","2",".

Step 1: lxpl
Step 2: viuvl","LPXLVUIVKH",".STEP1:LXPLSTEP2:VIUVL",FALSE
"118","ma","2","text-davinci-003","Spell ma backwards. Do it step-by-step and show the last result","2",".

aM

The last result is aM.","AM",".AMTHELASTRESULTISAM.",TRUE
"119","uec","3","text-davinci-003","Spell uec backwards. Do it step-by-step and show the last result","2",".

Step 1: ECU
Step 2: CUE
Result","CEU",".STEP1:ECUSTEP2:CUERESULT",FALSE
"120","krdb","4","text-davinci-003","Spell krdb backwards. Do it step-by-step and show the last result","2","

b-r-d-k

krdb","BDRK","BRDKKRDB",FALSE
"121","rdomr","5","text-davinci-003","Spell rdomr backwards. Do it step-by-step and show the last result","2","

rdomr

mr

od

dorm","RMODR","RDOMRMRODDORM",FALSE
"122","rrknfb","6","text-davinci-003","Spell rrknfb backwards. Do it step-by-step and show the last result","2","

b
f
n
k
r
rk
n","BFNKRR","BFNKRRKN",TRUE
"123","jsqxjie","7","text-davinci-003","Spell jsqxjie backwards. Do it step-by-step and show the last result","2","

e
j
e
i
x
q
js","EIJXQSJ","EJEIXQJS",FALSE
"124","txpxlfdv","8","text-davinci-003","Spell txpxlfdv backwards. Do it step-by-step and show the last result","2","

fdvlpxxt","VDFLXPXT","FDVLPXXT",FALSE
"125","sycbnaquq","9","text-davinci-003","Spell sycbnaquq backwards. Do it step-by-step and show the last result","2",".

qauqcnbys

Result: qauqcn","QUQANBCYS",".QAUQCNBYSRESULT:QAUQCN",FALSE
"126","jczcwwjrjr","10","text-davinci-003","Spell jczcwwjrjr backwards. Do it step-by-step and show the last result","2","

rjrrjcwczj","RJRJWWCZCJ","RJRRJCWCZJ",FALSE
"127","ge","2","text-davinci-003","Spell ge backwards. Do it step-by-step and show the last result","2",".

eG
G
e","EG",".EGGE",TRUE
"128","fvt","3","text-davinci-003","Spell fvt backwards. Do it step-by-step and show the last result","2",".

Step 1: TVF

Step 2: FTV
","TVF",".STEP1:TVFSTEP2:FTV",TRUE
"129","tmlu","4","text-davinci-003","Spell tmlu backwards. Do it step-by-step and show the last result","2","

u
lu
ml
tml","ULMT","ULUMLTML",FALSE
"130","jnwic","5","text-davinci-003","Spell jnwic backwards. Do it step-by-step and show the last result","2",".

c-i-w-n-j

jn","CIWNJ",".CIWNJJN",TRUE
"131","dgwiwv","6","text-davinci-003","Spell dgwiwv backwards. Do it step-by-step and show the last result","2",".

wivgwd","VWIWGD",".WIVGWD",FALSE
"132","ajbnbxu","7","text-davinci-003","Spell ajbnbxu backwards. Do it step-by-step and show the last result","2","

x
u
n
b
b
j
AJ","UXBNBJA","XUNBBJAJ",FALSE
"133","hjnpxcxw","8","text-davinci-003","Spell hjnpxcxw backwards. Do it step-by-step and show the last result","2","

wxcxnpjh","WXCXPNJH","WXCXNPJH",FALSE
"134","fpcxrkpln","9","text-davinci-003","Spell fpcxrkpln backwards. Do it step-by-step and show the last result","2","

nplkrxcpf","NLPKRXCPF","NPLKRXCPF",FALSE
"135","uvoebexwxh","10","text-davinci-003","Spell uvoebexwxh backwards. Do it step-by-step and show the last result","2",".

Step 1: hwxexbeovu
Step 2:","HXWXEBEOVU",".STEP1:HWXEXBEOVUSTEP2:",FALSE
"136","zv","2","text-davinci-003","Spell zv backwards. Do it step-by-step and show the last result","2",".

Step 1: VZ
Step 2: ZV","VZ",".STEP1:VZSTEP2:ZV",TRUE
"137","yrf","3","text-davinci-003","Spell yrf backwards. Do it step-by-step and show the last result","2",".

f
r
y

yrf","FRY",".FRYYRF",TRUE
"138","bire","4","text-davinci-003","Spell bire backwards. Do it step-by-step and show the last result","2",".

Step 1: erib
Step 2: beri
Step","ERIB",".STEP1:ERIBSTEP2:BERISTEP",TRUE
"139","lwifh","5","text-davinci-003","Spell lwifh backwards. Do it step-by-step and show the last result","2","

hfiwl
","HFIWL","HFIWL",TRUE
"140","pauzxs","6","text-davinci-003","Spell pauzxs backwards. Do it step-by-step and show the last result","2","

Step 1: szxuap
Step 2: pazux","SXZUAP","STEP1:SZXUAPSTEP2:PAZUX",FALSE
"141","ypohnxr","7","text-davinci-003","Spell ypohnxr backwards. Do it step-by-step and show the last result","2",".

x
n
h
o
p
y

","RXNHOPY",".XNHOPY",FALSE
"142","tmvmuhap","8","text-davinci-003","Spell tmvmuhap backwards. Do it step-by-step and show the last result","2",".

pahumvmvt

Step 1: pahum","PAHUMVMT",".PAHUMVMVTSTEP1:PAHUM",FALSE
"143","qtwuudnyx","9","text-davinci-003","Spell qtwuudnyx backwards. Do it step-by-step and show the last result","2",".

xynwduwtq","XYNDUUWTQ",".XYNWDUWTQ",FALSE
"144","zzowlvghfu","10","text-davinci-003","Spell zzowlvghfu backwards. Do it step-by-step and show the last result","2",".

Step 1: hgufvlowzz
Step 2:","UFHGVLWOZZ",".STEP1:HGUFVLOWZZSTEP2:",FALSE
"145","ar","2","text-davinci-003","Spell ar backwards. Do it step-by-step and show the last result","2",".

rA

Result: rA","RA",".RARESULT:RA",TRUE
"146","wrk","3","text-davinci-003","Spell wrk backwards. Do it step-by-step and show the last result","2","

krw

rkw

wkr","KRW","KRWRKWWKR",TRUE
"147","hhja","4","text-davinci-003","Spell hhja backwards. Do it step-by-step and show the last result","2","

a
jh
hha","AJHH","AJHHHA",TRUE
"148","wbahx","5","text-davinci-003","Spell wbahx backwards. Do it step-by-step and show the last result","2",".

x
h
b
a
w","XHABW",".XHBAW",FALSE
"149","tulqaq","6","text-davinci-003","Spell tulqaq backwards. Do it step-by-step and show the last result","2","

Q
A
Q
L
U
T

T","QAQLUT","QAQLUTT",TRUE
"150","usrjtet","7","text-davinci-003","Spell usrjtet backwards. Do it step-by-step and show the last result","2","

t
e
t
j
r
u
s
","TETJRSU","TETJRUS",FALSE
"151","pbktuupo","8","text-davinci-003","Spell pbktuupo backwards. Do it step-by-step and show the last result","2","

o
pu
kut
pb
tuupo","OPUUTKBP","OPUKUTPBTUUPO",FALSE
"152","okooxgxam","9","text-davinci-003","Spell okooxgxam backwards. Do it step-by-step and show the last result","2","

amxgxook","MAXGXOOKO","AMXGXOOK",FALSE
"153","qzbffiuybm","10","text-davinci-003","Spell qzbffiuybm backwards. Do it step-by-step and show the last result","2","

bmuyibffzq","MBYUIFFBZQ","BMUYIBFFZQ",FALSE
"154","ub","2","text-davinci-003","Spell ub backwards. Do it step-by-step and show the last result","2",".

b
u
bu","BU",".BUBU",TRUE
"155","agt","3","text-davinci-003","Spell agt backwards. Do it step-by-step and show the last result","2","

t-g-a

a-g-t","TGA","TGAAGT",TRUE
"156","vxio","4","text-davinci-003","Spell vxio backwards. Do it step-by-step and show the last result","2",".

oixv
","OIXV",".OIXV",TRUE
"157","jxbky","5","text-davinci-003","Spell jxbky backwards. Do it step-by-step and show the last result","2",".

ykbxj
","YKBXJ",".YKBXJ",TRUE
"158","ngdxtr","6","text-davinci-003","Spell ngdxtr backwards. Do it step-by-step and show the last result","2","

r
txdg
n","RTXDGN","RTXDGN",TRUE
"159","saryuip","7","text-davinci-003","Spell saryuip backwards. Do it step-by-step and show the last result","2",".

p
i
u
r
y
a
s","PIUYRAS",".PIURYAS",FALSE
"160","plldspsu","8","text-davinci-003","Spell plldspsu backwards. Do it step-by-step and show the last result","2",".

Step 1: supsldlp
Step 2: pld","USPSDLLP",".STEP1:SUPSLDLPSTEP2:PLD",FALSE
"161","uetvcbgck","9","text-davinci-003","Spell uetvcbgck backwards. Do it step-by-step and show the last result","2",".

Step 1: gck
Step 2: bgck
","KCGBCVTEU",".STEP1:GCKSTEP2:BGCK",FALSE
"162","rpkxqfxstl","10","text-davinci-003","Spell rpkxqfxstl backwards. Do it step-by-step and show the last result","2",".

tlxqkprf
","LTSXFQXKPR",".TLXQKPRF",FALSE
"163","vc","2","text-davinci-003","Spell vc backwards. Do it step-by-step and show the last result","2",".

Step 1: cV
Step 2: Vc","CV",".STEP1:CVSTEP2:VC",TRUE
"164","zcc","3","text-davinci-003","Spell zcc backwards. Do it step-by-step and show the last result","2","

c
c
z","CCZ","CCZ",TRUE
"165","lgka","4","text-davinci-003","Spell lgka backwards. Do it step-by-step and show the last result","2","

a-k-g-l

lgka","AKGL","AKGLLGKA",TRUE
"166","aurji","5","text-davinci-003","Spell aurji backwards. Do it step-by-step and show the last result","2",".

i
j
u
r
A","IJRUA",".IJURA",FALSE
"167","cmtrhr","6","text-davinci-003","Spell cmtrhr backwards. Do it step-by-step and show the last result","2",".

Step 1: hr

Step 2: mtr

","RHRTMC",".STEP1:HRSTEP2:MTR",FALSE
"168","bxynjpi","7","text-davinci-003","Spell bxynjpi backwards. Do it step-by-step and show the last result","2",".

Step 1: ipjnyxb
Step 2: jp","IPJNYXB",".STEP1:IPJNYXBSTEP2:JP",TRUE
"169","zhbkdjge","8","text-davinci-003","Spell zhbkdjge backwards. Do it step-by-step and show the last result","2","

j
e
d
k
j
b
h
","EGJDKBHZ","JEDKJBH",FALSE
"170","gqjxooqmb","9","text-davinci-003","Spell gqjxooqmb backwards. Do it step-by-step and show the last result","2",".

Step 1: bqmbxooqjg
Step","BMQOOXJQG",".STEP1:BQMBXOOQJGSTEP",FALSE
"171","rubdkhktjs","10","text-davinci-003","Spell rubdkhktjs backwards. Do it step-by-step and show the last result","2","

sjtkhkdbur

Step 1: sj","SJTKHKDBUR","SJTKHKDBURSTEP1:SJ",TRUE
"172","je","2","text-davinci-003","Spell je backwards. Do it step-by-step and show the last result","2","

emoclew

welcom

mocle","EJ","EMOCLEWWELCOMMOCLE",FALSE
"173","saz","3","text-davinci-003","Spell saz backwards. Do it step-by-step and show the last result","2",".

zas

Step 1: z

Step 2:","ZAS",".ZASSTEP1:ZSTEP2:",TRUE
"174","svqf","4","text-davinci-003","Spell svqf backwards. Do it step-by-step and show the last result","2",".

Step 1: FQVS
Step 2: SVQF","FQVS",".STEP1:FQVSSTEP2:SVQF",TRUE
"175","yssxr","5","text-davinci-003","Spell yssxr backwards. Do it step-by-step and show the last result","2",".

Step 1: xrssy
Step 2: rss","RXSSY",".STEP1:XRSSYSTEP2:RSS",FALSE
"176","wiyolf","6","text-davinci-003","Spell wiyolf backwards. Do it step-by-step and show the last result","2",".

f
l
o
w
y
i

","FLOYIW",".FLOWYI",FALSE
"177","ktaoxtq","7","text-davinci-003","Spell ktaoxtq backwards. Do it step-by-step and show the last result","2",".

q
tq
xtq
axtq
o","QTXOATK",".QTQXTQAXTQO",FALSE
"178","bkvtpdom","8","text-davinci-003","Spell bkvtpdom backwards. Do it step-by-step and show the last result","2",".

Step 1: mopdtvkb
Step 2: m","MODPTVKB",".STEP1:MOPDTVKBSTEP2:M",FALSE
"179","porlptsao","9","text-davinci-003","Spell porlptsao backwards. Do it step-by-step and show the last result","2","

Step 1: oatlpsorp

Step 2: porl","OASTPLROP","STEP1:OATLPSORPSTEP2:PORL",FALSE
"180","obhnsyrnur","10","text-davinci-003","Spell obhnsyrnur backwards. Do it step-by-step and show the last result","2",".

Step 1: nur
Step 2: rynu
","RUNRYSNHBO",".STEP1:NURSTEP2:RYNU",FALSE
"181","dy","2","text-davinci-003","Spell D-Y backwards","3","

Y-D","YD","YD",TRUE
"182","hao","3","text-davinci-003","Spell H-A-O backwards","3","

O-A-H","OAH","OAH",TRUE
"183","jltx","4","text-davinci-003","Spell J-L-T-X backwards","3","

X-T-L-J","XTLJ","XTLJ",TRUE
"184","xxmjg","5","text-davinci-003","Spell X-X-M-J-G backwards","3","

G-J-M-X-X","GJMXX","GJMXX",TRUE
"185","outglg","6","text-davinci-003","Spell O-U-T-G-L-G backwards","3","

G-L-T-G-U-O","GLGTUO","GLTGUO",FALSE
"186","kflwylb","7","text-davinci-003","Spell K-F-L-W-Y-L-B backwards","3","

B-L-Y-W-L-F-K","BLYWLFK","BLYWLFK",TRUE
"187","trxqphtw","8","text-davinci-003","Spell T-R-X-Q-P-H-T-W backwards","3","

W-T-H-P-Q-X-R-","WTHPQXRT","WTHPQXR",FALSE
